time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-03-26 08:00:00+00:00,2026-03-26 09:00:00+00:00,88.82,88.23399353027344,88.82,88.1,87.18500688202735,89.29560130487543
2026-03-26 09:00:00+00:00,2026-03-26 10:00:00+00:00,88.1,88.1725845336914,88.1,87.89,87.15046819393147,89.20668843741575
2026-03-26 10:00:00+00:00,2026-03-26 11:00:00+00:00,87.89,87.99563598632812,87.89,87.53,86.99754322662112,89.00517951947118
2026-03-26 11:00:00+00:00,2026-03-26 12:00:00+00:00,87.53,87.6578598022461,87.53,87.53,86.67531861989566,88.65153895547897
2026-03-26 12:00:00+00:00,2026-03-26 13:00:00+00:00,87.53,87.29662322998047,87.53,87.89,86.34274833335851,88.26103609691225
2026-03-26 13:00:00+00:00,2026-03-26 14:00:00+00:00,87.89,87.02117156982422,87.89,87.49,86.04530157410974,88.00810925001554
2026-03-26 14:00:00+00:00,2026-03-26 15:00:00+00:00,87.49,86.7444076538086,87.49,87.49,85.76717368766153,87.73277625554562
2026-03-26 15:00:00+00:00,2026-03-26 16:00:00+00:00,87.49,86.51631927490234,87.49,87.14,85.50601919164696,87.53855660266842
2026-03-26 16:00:00+00:00,2026-03-26 17:00:00+00:00,87.14,86.23135375976562,87.14,86.58,85.21230938882069,87.2625847670945
2026-03-26 17:00:00+00:00,2026-03-26 18:00:00+00:00,86.58,85.93580627441406,86.58,,84.93575495580632,86.94763240611873
