time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 17:30:00+00:00,,2049.12,2049.0774749808684,2049.12,2049.95,2041.071981137791,2057.1143679770694
2026-04-03 17:45:00+00:00,,2049.95,2049.9272713560385,2049.95,2050.04,2041.9691951804211,2057.9163621897446
2026-04-03 18:00:00+00:00,,2050.04,2050.023727494606,2050.04,2050.06,2042.116018229723,2057.9620578727177
2026-04-03 18:15:00+00:00,,2050.06,2050.00754227323,2050.06,2050.41,2042.1506376666384,2057.8946752816137
2026-04-03 18:30:00+00:00,,2050.41,2050.3019977718945,2050.41,2049.04,2042.4947154038796,2058.139122889325
2026-04-03 18:45:00+00:00,,2049.04,2048.964957262147,2049.04,2047.6,2041.2134851098451,2056.745865493019
2026-04-03 19:00:00+00:00,,2047.6,2047.6155418844328,2047.6,2048.66,2039.9198615238072,2055.340254511144
2026-04-03 19:15:00+00:00,,2048.66,2048.700743664724,2048.66,2050.3,2041.051699643038,2056.378453238808
2026-04-03 19:30:00+00:00,,2050.3,2050.2806658864447,2050.3,2052.53,2042.6764783472715,2057.913161221171
2026-04-03 19:45:00+00:00,,2052.53,2052.371893843504,2052.53,,2044.810758572389,2059.96098806698
