time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 10:00:00+00:00,,66818.76,66821.89108505436,66818.76,67023.63,66725.15706634709,66918.76534277773
2026-04-03 11:00:00+00:00,,66848.03,66850.90002639295,66848.03,66725.31,66754.720561546,66947.21806555166
2026-04-03 12:00:00+00:00,,67016.88,67015.76063022458,67016.88,66674.35,66921.48868998137,67110.16537084164
2026-04-03 13:00:00+00:00,,66672.02,66669.88334175019,66672.02,66921.99,66574.9318587601,66764.97024784729
2026-04-03 14:00:00+00:00,,66783.09,66820.41722510295,66783.09,66816.13,66716.41368429022,66924.58289598092
2026-04-03 15:00:00+00:00,,66963.17,66952.81901325351,66963.17,67001.77,66851.22055547021,67054.57187729205
2026-04-03 16:00:00+00:00,,66896.0,66883.9134281755,66896.0,66825.36,66778.74456046961,66989.2479247923
2026-04-03 17:00:00+00:00,,66953.89,66951.70921808427,66953.89,66805.99,66846.91881716113,67056.66389027554
2026-04-03 18:00:00+00:00,,66832.0,66834.61863497116,66832.0,66767.99,66732.65599088396,66936.73707056155
2026-04-03 19:00:00+00:00,,66767.99,66787.89313031327,66767.99,,66686.11254121618,66889.82906342312
