time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 10:00:00+00:00,,2058.33,2057.829317250435,2058.33,2062.71,2055.02917174719,2060.633278181191
2026-04-03 11:00:00+00:00,,2059.02,2058.505884813852,2059.02,2049.86,2055.755007187452,2061.2604434857503
2026-04-03 12:00:00+00:00,,2060.73,2060.208585163017,2060.73,2048.02,2057.390389830876,2063.0306408344354
2026-04-03 13:00:00+00:00,,2045.31,2045.123384415988,2045.31,2054.11,2041.777810464083,2048.4744402890947
2026-04-03 14:00:00+00:00,,2049.49,2049.280423700862,2049.49,2050.96,2045.9494738956064,2052.616796526944
2026-04-03 15:00:00+00:00,,2055.85,2055.209937437795,2055.85,2054.48,2051.8703145137515,2058.554995930157
2026-04-03 16:00:00+00:00,,2052.51,2051.939086379084,2052.51,2049.95,2048.589724372217,2055.293924458451
2026-04-03 17:00:00+00:00,,2051.65,2051.064083374139,2051.65,2049.04,2047.59524863382,2054.538794673541
2026-04-03 18:00:00+00:00,,2050.04,2049.575895608729,2050.04,2047.6,2046.193205739274,2052.9641776142157
2026-04-03 19:00:00+00:00,,2047.6,2047.1969049339616,2047.6,,2043.855508659012,2050.5437638891344
