time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 17:30:00+00:00,,80.22,80.26567475174637,80.22,80.18,79.87604455206103,80.65720554244568
2026-04-03 17:45:00+00:00,,80.18,80.231728538664,80.18,80.2,79.84279603293628,80.6225556235088
2026-04-03 18:00:00+00:00,,80.2,80.24326167322877,80.2,80.28,79.85480624979162,80.63360674643259
2026-04-03 18:15:00+00:00,,80.28,80.32221761416561,80.28,80.21,79.93391348567326,80.71240805210572
2026-04-03 18:30:00+00:00,,80.21,80.24743754965712,80.21,80.1,79.86002795803009,80.63672650691329
2026-04-03 18:45:00+00:00,,80.1,80.13477197454087,80.1,79.98,79.74843857769194,80.52297692519299
2026-04-03 19:00:00+00:00,,79.98,80.02424492285536,79.98,80.1,79.63897593189711,80.411377727275
2026-04-03 19:15:00+00:00,,80.1,80.15508761393845,80.1,80.15,79.76972111607584,80.5423158124012
2026-04-03 19:30:00+00:00,,80.14,80.19464972342533,80.14,80.19,79.8096257093246,80.58153120133593
2026-04-03 19:45:00+00:00,,80.19,80.22555060176008,80.19,,79.84091112662178,80.61204310592505
