time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 15:00:00+00:00,,2055.85,2055.6616407166307,2055.85,2050.96,2047.3628628519036,2063.9940568363527
2026-04-03 15:30:00+00:00,,2050.23,2050.2067902292656,2050.23,2055.4,2041.930931011084,2058.516191152879
2026-04-03 16:00:00+00:00,,2052.51,2052.4789932982185,2052.51,2054.48,2044.1948603305525,2060.7966978496697
2026-04-03 16:30:00+00:00,,2052.11,2051.9984553117474,2052.11,2047.62,2043.7171598815437,2060.3133071730217
2026-04-03 17:00:00+00:00,,2051.65,2051.5412870387268,2051.65,2049.95,2043.262734422346,2059.8533813197537
2026-04-03 17:30:00+00:00,,2049.12,2049.194673597404,2049.12,2050.06,2040.9774438253685,2057.444986961485
2026-04-03 18:00:00+00:00,,2050.04,2050.0733077376717,2050.04,2049.04,2041.904431803208,2058.274864209477
2026-04-03 18:30:00+00:00,,2050.41,2050.406185337673,2050.41,2048.66,2042.2878698788213,2058.556771979672
2026-04-03 19:00:00+00:00,,2047.6,2047.7066156863505,2047.6,2050.3,2039.6508087077348,2055.7942398886785
2026-04-03 19:30:00+00:00,,2050.3,2050.313651322474,2050.3,,2042.2994752807613,2058.3592757479355
