time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-03-26 16:30:00+00:00,2026-03-26 16:45:00+00:00,87.24,87.48999786376953,87.24,87.14,86.30664168011305,88.68957912385277
2026-03-26 16:45:00+00:00,2026-03-26 17:00:00+00:00,87.14,87.406494140625,87.14,87.02,86.22510802671005,88.60406664365665
2026-03-26 17:00:00+00:00,2026-03-26 17:15:00+00:00,87.02,87.29338073730469,87.02,87.28,86.11436301477123,88.48854074715682
2026-03-26 17:15:00+00:00,2026-03-26 17:30:00+00:00,87.28,87.22624969482422,87.28,87.13,86.04897758301817,88.41962855960008
2026-03-26 17:30:00+00:00,2026-03-26 17:45:00+00:00,87.13,87.16287994384766,87.13,86.58,85.98730143056444,88.35453042145465
2026-03-26 17:45:00+00:00,2026-03-26 18:00:00+00:00,86.58,87.04469299316406,86.58,86.48,85.87154566798816,88.23386745091179
2026-03-26 18:00:00+00:00,2026-03-26 18:15:00+00:00,86.48,86.86062622070312,86.48,85.82,85.69079508191763,88.04642762667964
2026-03-26 18:15:00+00:00,2026-03-26 18:30:00+00:00,85.82,86.59429931640625,85.82,85.88,85.428887912359,87.77560913343618
2026-03-26 18:30:00+00:00,2026-03-26 18:45:00+00:00,85.88,86.37505340576172,85.88,86.0,85.21342344451004,87.55251871445435
2026-03-26 18:45:00+00:00,2026-03-26 19:00:00+00:00,86.0,86.18932342529297,86.0,,85.03102027497582,87.36340512541108
