time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 10:00:00+00:00,,80.03,80.07159194624745,80.03,80.18,79.86505474892512,80.27866326470713
2026-04-03 11:00:00+00:00,,80.06,80.0946212781622,80.06,79.33,79.87347777962775,80.3163770506116
2026-04-03 12:00:00+00:00,,80.14,80.19222895539853,80.14,79.61,79.97095737874399,80.41411276819782
2026-04-03 13:00:00+00:00,,79.31,79.22237587689271,79.31,80.26,79.00463308805071,79.4407187814525
2026-04-03 14:00:00+00:00,,79.84,79.81430383001947,79.84,80.33,79.56516139881569,80.06422640104748
2026-04-03 15:00:00+00:00,,80.44,80.43467310275852,80.44,80.55,80.1795212012012,80.69063696342826
2026-04-03 16:00:00+00:00,,80.35,80.35520060324251,80.35,80.18,80.10652542689772,80.60464774345667
2026-04-03 17:00:00+00:00,,80.35,80.34576024643867,80.35,80.1,80.0793566039034,80.61305014610393
2026-04-03 18:00:00+00:00,,80.2,80.16535792577645,80.2,79.98,79.90622671207836,80.4253294868251
2026-04-03 19:00:00+00:00,,79.98,79.93457411476467,79.98,,79.6773188766551,80.1926599563442
