time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 15:00:00+00:00,,80.44,80.42617484923001,80.44,80.33,79.99763673999485,80.8570085876681
2026-04-03 15:30:00+00:00,,80.43,80.4221048793518,80.43,80.51,79.99461574164604,80.85187850784689
2026-04-03 16:00:00+00:00,,80.35,80.37491276614894,80.35,80.55,79.94870117702177,80.80339651624972
2026-04-03 16:30:00+00:00,,80.42,80.43253805807025,80.42,80.11,80.00704833890168,80.86029059663879
2026-04-03 17:00:00+00:00,,80.35,80.38562084901618,80.35,80.18,79.96140618167856,80.81208607812577
2026-04-03 17:30:00+00:00,,80.22,80.27500122213384,80.22,80.28,79.8556249688155,80.69657990567443
2026-04-03 18:00:00+00:00,,80.2,80.25747284621927,80.2,80.1,79.84244211012935,80.67466096261154
2026-04-03 18:30:00+00:00,,80.21,80.2654653459816,80.21,80.1,79.85464787376549,80.67839629562162
2026-04-03 19:00:00+00:00,,79.98,80.04346095958756,79.98,80.14,79.63802281127401,80.45096319847374
2026-04-03 19:30:00+00:00,,80.14,80.19962014442407,80.14,,79.7976425725037,80.60362266298596
