time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 15:00:00+00:00,,2055.85,2055.640996040921,2055.85,2050.96,2047.8181160675251,2063.493760236259
2026-04-03 15:30:00+00:00,,2050.23,2050.1325870063483,2050.23,2055.4,2042.3408945035935,2057.9540054340064
2026-04-03 16:00:00+00:00,,2052.51,2052.460210848174,2052.51,2054.48,2044.66990853515,2060.2801946319696
2026-04-03 16:30:00+00:00,,2052.11,2051.95329543397,2052.11,2047.62,2044.1751511981445,2059.7610357284884
2026-04-03 17:00:00+00:00,,2051.65,2051.465655243896,2051.65,2049.95,2043.699591111428,2059.261230441675
2026-04-03 17:30:00+00:00,,2049.12,2049.05531814122,2049.12,2050.06,2041.3184212178971,2056.821539041332
2026-04-03 18:00:00+00:00,,2050.04,2049.995456436659,2050.04,2049.04,2042.2750616930157,2057.7450365217464
2026-04-03 18:30:00+00:00,,2050.41,2050.341049265138,2050.41,2048.66,2042.639408565109,2058.0717285067826
2026-04-03 19:00:00+00:00,,2047.6,2047.5383937657052,2047.6,2050.3,2039.8673089521503,2055.2383263096785
2026-04-03 19:30:00+00:00,,2050.3,2050.2275901551,2050.3,,2042.5664851396905,2057.917429868001
