time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-03-26 08:00:00+00:00,2026-03-26 09:00:00+00:00,88.82,88.79710759114138,88.82,88.1,88.09157484780191,89.50829100485184
2026-03-26 09:00:00+00:00,2026-03-26 10:00:00+00:00,88.1,88.08031209254574,88.1,87.89,87.34901275739736,88.81773397791773
2026-03-26 10:00:00+00:00,2026-03-26 11:00:00+00:00,87.89,87.8705924582224,87.89,87.53,87.15876524699927,88.58823317514634
2026-03-26 11:00:00+00:00,2026-03-26 12:00:00+00:00,87.53,87.51022338885346,87.53,87.53,86.81272913440898,88.21332163985277
2026-03-26 12:00:00+00:00,2026-03-26 13:00:00+00:00,87.53,87.51006255845222,87.53,87.89,86.82690048818881,88.1985998109647
2026-03-26 13:00:00+00:00,2026-03-26 14:00:00+00:00,87.89,87.87016866709546,87.89,87.49,87.16598415952929,88.58004204315175
2026-03-26 14:00:00+00:00,2026-03-26 15:00:00+00:00,87.49,87.47047483526423,87.49,87.49,86.77644973680326,88.17005064291821
2026-03-26 15:00:00+00:00,2026-03-26 16:00:00+00:00,87.49,87.46983374746782,87.49,87.14,86.79081179353595,88.15416813948379
2026-03-26 16:00:00+00:00,2026-03-26 17:00:00+00:00,87.14,87.11772829818791,87.14,86.58,86.45143918573639,87.78915256148889
2026-03-26 17:00:00+00:00,2026-03-26 18:00:00+00:00,86.58,86.55290206853361,86.58,,85.8823645458331,87.22867489852601
