time,target_time,last_close,pred_next_close,naive_next_close,actual_next_close,pi95_lower,pi95_upper
2026-04-03 17:30:00+00:00,,2049.12,2049.283047010292,2049.12,2049.95,2041.380528865524,2057.216157096221
2026-04-03 17:45:00+00:00,,2049.95,2050.0927194450533,2049.95,2050.04,2042.2304541591643,2057.985253212787
2026-04-03 18:00:00+00:00,,2050.04,2050.09905283362,2050.04,2050.06,2042.2801394604733,2057.947901084532
2026-04-03 18:15:00+00:00,,2050.06,2050.084544387797,2050.06,2050.41,2042.3090631647929,2057.889628431129
2026-04-03 18:30:00+00:00,,2050.41,2050.4072154123164,2050.41,2049.04,2042.6738949399476,2058.169813316427
2026-04-03 18:45:00+00:00,,2049.04,2049.0840274978523,2049.04,2047.6,2041.3990550523376,2056.7979304953537
2026-04-03 19:00:00+00:00,,2047.6,2047.7432124475747,2047.6,2048.66,2040.1065986899368,2055.4084119025088
2026-04-03 19:15:00+00:00,,2048.66,2048.883230482389,2048.66,2050.3,2041.28572035619,2056.5090179631693
2026-04-03 19:30:00+00:00,,2050.3,2050.3430883186834,2050.3,2052.53,2042.7835517545168,2057.930599747351
2026-04-03 19:45:00+00:00,,2052.53,2052.421469815058,2052.53,,2044.8977021342569,2059.9729196043854
